userid,itemid,rating
143754,131533,10
95602,199231,10
464205,125465,10
265370,2758251,8
209270,1317846,10
799010,1174307,10
878704,310735,8
904809,283978,10
439793,124204,10
793239,1074283,10
801609,863134,8
519775,1408079,10
393711,1515649,4
272517,806803,8
446863,1697200,10
634506,125564,10
112291,620288,10
966172,123793,10
830031,407323,8
236425,187477,10
858117,505877,8
886955,1680252,6
493094,2281299,10
286373,139086,4
505541,1220393,10
804970,1484383,8
952171,234144,10
316452,1166927,10
484554,1698166,10
279646,136110,8
235629,716777,10
316741,1744232,8
16778,130727,8
92592,1122460,10
623082,1479699,8
929397,459290,10
736426,1671970,4
270588,1769937,10
413668,430708,8
601243,2854917,6
258200,127865,10
452799,1522253,10
536587,1057930,8
462334,781825,8
114890,532135,10
380258,128730,10
798932,553936,10
209621,1515339,10
748926,135750,10
723121,932347,10
109955,131117,8
817466,368245,8
293986,902478,10
217105,1325648,10
855488,543189,8
732886,928978,8
553402,721403,8
821372,123793,10
459113,127495,8
227614,268562,10
70714,614775,10
862173,1505204,10
807394,140321,8
156276,127081,10
399948,1054067,10
742434,1314701,10
953068,183200,10
93949,898283,8
416956,1057664,8
432629,1615177,8
822365,1351301,6
428593,147594,8
97207,1819243,10
566362,1859039,10
234649,174086,8
2536,137585,10
84438,1225430,10
379267,144931,10
360542,2439344,8
505736,123793,10
841124,172027,8
317904,2477276,8
26103,522755,10
724062,1238932,10
205083,1607852,10
412744,912273,8
653789,461413,10
943883,686884,10
271168,153475,10
853733,1362593,8
771751,1224275,10
661580,1546247,10
160450,397391,10
11841,577057,10
621900,458919,8
709156,2669516,10
145855,134393,10
916030,324607,8
148538,142179,10
204929,505772,10
360239,1339601,10
928283,2579422,10
580334,1875147,10
108531,1698815,10
810872,1041411,10
279086,999526,8
263497,1986986,10
732779,1188264,10
215547,2794512,6
374461,1163129,8
231707,1220393,8
92201,1805185,8
292191,2011987,8
92155,782079,10
815172,597314,10
537521,334588,8
479805,1968677,10
56215,1460606,10
731756,955151,6
909498,1772024,10
149308,1953967,10
58080,2742743,10
939909,1375928,10
19177,148089,8
167838,528120,4
797999,1869763,10
835431,1312162,10
299738,343137,10
373511,188052,10
524799,178058,10
427973,407323,8
78348,131117,10
372170,1700586,10
965002,164051,10
993019,2828385,10
250109,721424,10
780344,2361420,10
498113,2334566,10
857258,1949394,10
694861,143094,10
259225,1231740,10
623102,998947,10
298472,1570102,10
793027,1205802,8
565748,261679,10
481354,431702,4
346079,1337205,8
860976,2778191,10
852495,1859039,8
60363,1446293,8
427010,1518052,10
94340,178058,8
260350,234144,6
607492,760309,10
489995,308000,8
901484,166633,8
841379,2595829,10
874378,322704,10
717834,1647922,10
289819,129831,10
935234,1018841,10
266896,124204,10
191510,2660685,8
443607,1329021,10
190381,883838,8
311717,1134208,8
501868,141761,8
650502,501426,6
427318,876394,8
688672,127081,10
388317,901186,10
362951,2117864,10
452908,155735,10
257536,135750,8
691862,1793377,10
182971,1901073,10
500817,230875,10
669269,718654,10
312493,1878529,10
212344,626764,10
202838,344877,8
833675,1719559,8
615555,960463,10
112566,403038,10
822800,132738,8
635537,1057664,10
834850,1662059,10
471814,376219,8
321962,2713643,10
287416,684027,8
826902,178527,8
597259,1229740,10
866570,451969,10
934602,146684,10
213981,1939748,8
866200,127865,10
92177,136860,8
983940,1970694,10
31171,1213427,8
397454,627759,10
364526,1414750,10
202426,554095,10
113975,932347,10
585687,1939936,10
645453,1687082,10
330014,780217,10
184821,130259,8
511095,144585,8
869004,1460767,10
919563,880935,8
109759,153475,10
907792,131533,8
714996,1325648,8
934851,1312996,10
909034,2238060,10
774404,1824330,10
958548,929861,10
850660,1516223,2
361344,131533,10
770156,1866411,8
764295,1000254,6
241470,174391,8
357816,1636171,10
25338,1390469,8
530581,532252,6
682818,259136,8
833675,302356,4
138177,1482652,8
639777,141548,10
853501,1726201,6
925056,686720,8
645693,858304,10
480469,917461,10
961173,834814,8
699141,1697200,10
647498,1494097,10
243297,1831026,10
790756,693849,8
314053,146684,8
597266,683251,10
393038,125424,10
707757,138431,10
462921,1057664,10
646351,658014,10
120353,178058,8
863431,1539576,10
572395,596740,8
551397,149739,8
99973,701655,10
996955,304354,10
942667,542348,10
791863,184374,6
790281,194369,10
968912,1390469,6
992702,131533,8
374461,1316534,10
512031,838207,10
527805,128959,10
820126,547674,8
179628,1335648,10
165521,283584,10
751969,1615177,10
609298,125465,10
472130,1165567,10
76698,141761,10
326244,145906,10
860011,1769204,10
386149,123793,10
100545,1095695,10
128659,671761,8
540517,216048,8
215267,1505709,10
597738,1294852,10
277336,532135,10
252258,1859039,8
302737,2288137,10
803016,862446,8
877795,1662059,8
806491,1473684,10
943534,1612125,10
372242,152836,8
212256,2516218,8
475351,208647,8
646953,140321,8
721390,2780710,4
506987,152662,10
620805,1916904,10
591301,1909065,10
290526,194182,8
260189,1769705,8
509995,166633,10
78639,1680076,10
711243,1268360,10
410523,2082667,8
981160,1734206,10
134760,859692,8
212958,1777332,8
19374,146684,10
194379,183200,10
96570,1378631,10
958012,1773356,8
17091,1695279,10
631724,1002298,10
435460,532135,10
157943,943349,10
793083,733561,10
271332,1566348,8
969291,258206,10
273174,1277646,10
890918,173235,10
700668,1571668,10
323898,1242074,8
350583,2503184,10
369407,1309537,10
471589,1063576,10
358497,1729496,10
719018,136860,10
508438,1487216,10
393344,763288,10
578986,1248293,10
961320,365727,8
634844,1601008,10
834345,1599225,8
36177,1008562,10
658377,199231,10
660309,2426137,8
296094,126335,8
606863,131533,10
856810,166633,8
771320,689517,10
95858,2829293,10
390034,709832,10
437237,339498,10
585444,2641483,10
76598,1212992,10
347675,540342,10
459232,638318,10
74145,1746190,10
965596,1328587,8
975272,172914,10
241988,1090064,10
484757,174086,8
701028,330238,10
77430,148690,6
383097,306500,10
642828,152662,10
648964,125564,10
387805,2673874,8
389115,1050242,8
200035,288472,10
929592,1956818,10
630339,1631851,10
968550,1427750,10
519999,2035790,8
384003,137585,10
135738,154002,8
157679,1773356,10
662940,2145316,4
724739,492247,10
393519,1174307,10
713445,154002,10
546350,141688,8
757109,2101150,10
768274,203856,8
89471,371022,10
835579,1329015,10
613548,174086,10
927813,512791,10
332918,1763585,10
773131,828847,10
26771,144051,10
354525,682871,8
820575,307233,10
880955,1826136,10
679248,1386350,10
757105,1674806,10
115361,865585,8
667626,2829293,10
616450,340327,10
735677,140321,10
144598,2874536,8
153614,1287535,10
791588,1787191,8
588790,2768056,6
66787,131533,10
612910,866304,10
863203,965888,10
199797,1045604,10
290303,2239596,10
713525,1761515,10
833675,1636171,10
366932,152836,8
559207,1684099,10
734332,1088129,4
966818,1817073,8
245532,1408079,8
232353,1383632,10
933331,2829293,10
294574,1529884,10
575010,1719559,10
696023,1241304,10
272555,234276,10
722681,1368672,10
460379,130259,10
514311,898529,10
45529,137585,8
196935,1697200,10
936833,424962,10
609990,2502074,8
212578,2623770,6
85748,344877,10
424984,1502343,6
696243,424691,10
42664,123793,8
785381,2482633,8
582832,1057664,8
750430,479018,10
505109,1529884,10
522865,183194,4
322199,451591,10
749948,963476,6
460553,902478,10
482989,2477276,8
401181,468314,10
914247,1896772,10
22636,1768942,8
921862,126335,8
401951,1663870,10
518186,2565135,10
97348,187164,10
692348,166633,10
89697,141300,10
497787,1347405,8
777366,127081,10
207215,137585,10
127814,166006,10
402132,144727,8
394203,1154164,6
595108,1220393,6
691468,1333481,10
205385,240208,8
551503,582430,10
466701,1023159,10
812257,126335,8
676779,125465,10
323513,1547178,6
359087,132738,10
830874,835908,8
180833,126335,10
514521,1325648,8
617942,132738,8
670232,1871370,10
629050,145906,8
370719,2851363,10
496212,127865,10
178813,130727,8
68735,432275,10
222072,131117,10
879804,1949394,10
86186,1842923,10
67189,141548,8
103826,2150854,10
191941,932347,10
685371,477470,6
80445,2314460,8
278543,137585,10
443149,136110,10
78520,154002,10
365674,160612,10
995941,547674,10
149049,1784020,10
918185,1511595,8
870203,2286628,8
95038,125465,8
472391,1712963,10
395342,1869940,10
535782,1869763,10
52059,2038622,10
880978,141300,10
472911,149913,8
277773,1813420,8
752632,1608617,10
813515,889239,10
426542,935771,8
842140,330238,10
337715,2229395,8
338547,450618,10
460111,1831026,10
939339,1289744,10
930040,916397,10
848748,2105217,8
155888,131117,10
955401,224876,8
969401,2702384,10
15276,2144424,6
502253,499195,8
16800,887695,8
588888,1420770,10
507877,1692935,10
41413,1710886,8
33753,287235,10
229458,2698644,8
570519,134393,10
812862,1871026,10
407224,1379559,10
369543,1304876,10
446399,287475,10
961527,1196239,8
683208,534612,10
141919,124204,10
28218,148089,10
182012,1599225,8
190641,2386057,8
584802,145906,6
280782,918064,10
569183,2770385,10
423728,2089809,10
869901,218606,8
383638,714374,10
711722,137585,10
249227,2755189,10
23711,2566412,6
734448,2239701,10
671012,1018841,10
258571,1187659,8
167821,325470,8
747684,125465,6
691694,152662,10
371417,130259,8
619257,1645046,8
858604,552889,10
234075,174391,10
939680,149739,8
999231,2587651,10
27471,174086,10
71742,1146287,8
691127,1476825,8
525128,1860720,8
563651,200269,10
774165,1760942,10
687419,149739,10
208411,252102,10
897453,132135,10
234270,140321,10
748397,1320203,8
443914,1756956,8
760728,1352656,8
238528,371022,10
223954,126335,10
598173,1226293,10
225731,174086,8
667930,1424454,10
77430,155381,10
890750,1459957,8
462070,1859039,10
495400,136860,10
869755,160612,10
832196,1312162,10
164546,1621646,10
778269,730008,8
527628,1744232,10
344217,1092231,10
651742,2331652,10
45159,1510143,10
691706,421373,8
161367,1139254,10
870429,2333126,6
510573,128959,10
644591,1076157,8
656509,461413,10
269054,204063,8
563748,1529884,8
46710,2595752,10
272659,1113191,8
306441,1695878,10
809826,123793,8
336879,1414833,10
535421,135750,10
272646,2082667,10
257971,999526,4
623653,130259,10
164143,1326105,6
310136,1172052,10
652772,763288,8
483075,198271,10
226696,146684,8
162684,1446293,8
216929,1962198,10
662713,166633,10
508705,252102,8
686362,649440,8
589440,1110122,10
160070,145906,10
61142,1177997,8
88535,131533,10
417464,1108814,8
670232,1289088,10
234806,1142945,10
411955,1697200,10
938744,1664350,10
936970,2310731,8
692439,1516843,10
996613,152662,10
691468,916090,10
215734,795254,10
498113,269172,8
67747,1882731,10
563004,1654922,10
967347,1269149,10
505636,2859339,10
389576,1316404,6
771780,1788819,8
691468,797218,10
874253,2653183,4
517643,152836,4
484140,1746190,10
896531,911132,10
557522,145906,10
836703,193179,10
752367,2829293,10
940687,1289744,10
978584,979046,6
741514,468020,10
320596,1016759,10
218250,1745076,8
595160,1546247,10
565950,1738544,10
476197,268562,8
281112,1076484,10
613519,503009,8
361757,396894,10
397554,131533,10
358457,144585,10
514912,1888892,10
977890,1378631,10
684117,955151,8
208153,152836,8
318981,1523882,10
498573,2444721,10
453602,2363105,10
238328,1709498,6
347747,363135,10
7707,152662,10
185175,644706,8
464220,134015,10
343910,1309537,8
255115,131533,10
449844,1108814,6
105058,132738,10
245737,1889597,8
957377,140321,8
829531,786827,8
362951,2495121,10
401654,441162,10
603410,130259,10
957538,1962198,10
227475,2589683,10
950466,188052,10
396914,792780,10
225595,152836,10
455772,2900227,10
596316,125465,10
759221,1769937,10
23638,1229740,10
127505,453349,8
906096,160612,8
606776,379930,10
145666,451591,10
1199,716777,10
119125,1213752,10
691,1188264,10
554889,424703,10
29215,730008,10
117370,452942,8
47,132135,8
371494,1967750,8
944658,269950,6
845755,1547971,10
462014,432275,10
786336,1037420,10
655000,2743152,10
265093,174086,6
350341,130259,8
994661,129831,10
68612,1186050,10
637420,1721766,10
488013,1977540,10
500661,1244000,10
441333,1308832,10
510849,2530612,10
981196,123793,10
163549,2036606,10
725193,127865,10
451233,686720,10
829239,196859,8
512267,130259,10
359396,397183,8
265644,550322,10
451225,423547,8
374084,2673488,6
803101,172027,10
341240,1905844,10
595326,806803,10
554470,2752000,10
588125,538840,10
730547,833666,8
388511,2389184,10
950,2411704,8
502014,1252187,10
796964,1473684,8
671009,1976612,6
938856,1484078,10
914576,136860,8
324588,172027,10
906988,1785957,10
382220,136110,10
400700,1582487,10
794050,197170,10
269820,1680968,6
361585,1769937,10
652854,1842684,8
75238,125424,8
506657,1126241,10
540884,795320,10
225371,516963,8
634506,1530913,8
759150,2686655,10
209673,636785,10
161491,635364,8
419888,144585,10
753843,522755,8
2042,2446725,10
171261,140321,10
614570,123793,10
500450,2776206,10
435189,647288,10
835579,1792505,4
359102,174258,10
908457,124204,10
412426,123373,10
186094,2305964,10
377690,137585,8
896669,292441,8
870079,2110410,8
856512,1769705,8
654821,1992625,10
279464,1019819,10
657409,1881176,10
82370,2692985,8
727042,568429,10
937405,1415952,10
507282,126335,8
605108,168610,10
577942,131117,10
867923,1640972,10
206103,1652667,8
226734,2851067,10
800124,1205016,10
655868,140321,10
776529,132738,10
144847,1727383,8
462994,136110,10
681319,1454808,8
345842,123793,10
348525,203856,10
923038,134015,10
902162,148690,8
734177,1665000,8
241642,498082,10
512890,1446293,10
554454,1009845,10
316497,1813420,8
509489,141688,8
110124,902478,8
604094,125424,8
251013,1099081,8
146771,1662825,8
229718,1539576,10
430446,123373,10
972088,585830,6
727160,1738544,10
317344,2348346,10
594995,1333316,10
121316,126335,10
655254,375444,10
823692,137585,10
718915,595965,8
963146,136110,10
78956,131533,10
528911,914136,10
89878,131117,10
70692,1226293,8
488866,1741645,8
277151,1148823,10
173194,140321,8
56412,154002,10
41992,187984,10
395112,1236359,10
566890,1625843,10
32612,153475,10
701958,130727,10
36919,136110,8
672671,1692354,10
83537,172027,10
233246,966875,10
34882,1010328,10
797550,135459,6
888740,781825,10
794557,1919919,6
931664,133584,8
382236,125465,8
155824,145906,8
870868,1940985,10
447045,2340996,8
235477,2016734,10
626745,131533,10
580292,147594,8
694742,2366355,10
628660,166633,10
989613,142179,10
945681,234144,8
167400,427500,10
776917,2702384,8
54075,132738,10
533873,943243,8
984627,254493,10
438331,2098200,6
406865,1817073,10
366304,1000254,10
268942,1907323,6
495952,195076,8
200660,656480,10
516605,755371,10
158924,1255726,10
852930,1976130,6
922136,1243645,6
248446,1502343,10
721116,1303995,10
643863,1229092,10
281575,1549763,4
444956,454564,8
496981,134849,10
326330,1993236,8
479307,1109803,10
71640,1676837,10
408487,1207217,8
736791,1768942,8
739923,2126992,8
261998,188485,10
518411,1892264,10
779842,1294852,8
442323,137585,8
565930,1805488,10
486632,155735,8
241149,133584,8
727207,865225,10
932710,1928796,10
445872,1437612,10
893049,1984705,10
185302,1532367,8
330368,1176605,10
969935,1076484,8
454572,144051,10
157663,295072,8
112759,141300,10
676808,1878047,10
70991,1188264,10
315560,1536497,10
306252,1325648,10
400009,1852076,10
548988,1611671,10
127976,125424,10
39758,1355618,10
323722,1619658,10
924593,2752000,10
217963,1223581,10
446593,1872602,10
759450,255476,8
617855,124553,10
257154,529055,6
281697,838983,8
813562,2565135,8
115308,166633,8
542087,166006,10
837277,1942313,8
313549,897494,6
960703,620524,6
309261,2776206,8
683657,1221372,10
197401,145906,10
844609,1695878,4
676222,931157,10
580671,1255726,10
35925,127865,10
991181,203856,10
128100,585830,8
257847,394079,10
565990,2741268,10
613962,137585,8
113975,2755484,10
8793,1252971,10
257847,1648416,8
770985,136860,8
248069,1142945,10
18244,1266176,10
463651,709832,10
350746,1638869,10
897315,1762904,10
503427,2289206,6
731256,1164793,10
664030,560251,10
872865,932668,10
866845,1057309,10
145088,130259,4
614850,945880,10
712821,141688,10
719065,168592,6
611418,936038,10
209409,1860491,10
728349,2505803,10
320058,131533,10
670236,137585,10
709039,578862,10
368047,152836,10
634827,1695878,8
478351,1260731,10
374825,168610,8
186908,985087,10
528581,1339136,10
583418,2107392,10
928474,1268360,8
799734,152836,10
599683,142179,10
67914,1484383,10
105104,1384766,10
690304,988239,10
900364,1769705,10
711853,480832,10
874434,1010926,10
827764,1956527,10
802565,605263,8
403053,1566348,10
34188,2708578,8
355881,782555,8
982157,757774,10
523026,439630,8
246540,1076484,8
182971,2603909,8
560862,698153,10
879599,1821433,10
755462,123793,10
456617,1309537,8
496924,795254,8
163546,671761,8
7183,178058,10
89370,1769705,10
960646,2579422,10
407988,615644,8
341959,1516843,10
153643,166006,10
898493,1062440,10
786450,148089,8
752395,1226293,10
189122,1890107,10
481710,667268,8
175157,180014,10
314764,1530271,10
849438,1173025,10
43595,1308013,10
990943,1655531,10
354886,131698,10
67003,152836,8
675380,1494967,10
775880,1260666,10
617688,180843,10
865487,363135,10
206201,723450,8
362258,1484078,10
230671,1964198,10
567583,1317846,10
511335,126335,10
95559,1157136,10
92826,1154504,6
428290,2440235,10
169393,1995373,2
561430,127081,6
818668,1571446,8
178439,136860,8
390990,1252971,10
804445,136110,10
11833,152836,10
332447,1325648,10
837826,2254041,6
131947,2955734,10
645888,1884484,10
962297,2578790,10
301982,1547971,10
911576,1344940,8
374988,693849,8
835605,126335,8
223270,2529948,10
646045,2756938,10
387066,144051,10
529954,123793,10
228500,1278888,10
872382,1449570,10
786663,638318,8
866570,1641889,10
372275,152662,10
74291,800975,10
908958,256646,8
365013,2659134,10
418475,1692935,8
840909,164051,8
209514,1003076,8
839048,736985,8
482799,195406,8
889620,963476,10
678350,1095695,10
825768,2635020,10
676222,966875,10
119636,1515339,10
634301,1882156,8
540058,1600223,10
758632,125424,10
671994,1002298,10
547344,2494898,8
749802,134015,8
469852,1880689,10
462087,127865,10
290734,154002,8
638308,1020585,8
110075,1056939,10
400379,174086,10
355761,1226293,10
590413,174086,10
234668,1596783,10
888175,154002,10
481754,152662,10
870889,872442,10
794815,340686,10
996425,730008,10
15416,133584,10
973589,125465,10
362951,1750469,10
26548,499679,8
378368,2160087,10
838107,1580030,8
404431,1468203,10
845347,2378271,10
345279,532135,10
773394,1523096,10
106188,756784,10
850685,185800,10
46292,655775,10
465797,996851,8
753037,782051,10
662556,2814609,10
632205,150752,8
676227,174086,10
908063,929570,10
876366,169961,10
718269,282220,10
459253,141688,8
315947,865585,10
367065,158794,8
684985,1598962,10
412592,672419,10
758732,132738,10
851347,979016,8
795160,1120148,10
896705,545632,10
644888,1006362,8
893833,176490,6
155007,2758251,8
94705,144051,8
380385,1913010,10
525319,658625,8
178651,690873,10
386063,1303995,10
328841,126335,8
62360,2955734,6
802082,164593,10
921722,134393,8
291889,145906,10
463479,501426,10
327418,152510,10
679155,693849,8
293185,157448,8
128694,1566348,8
701281,1570915,4
858176,1366101,10
815707,1762904,8
191422,1730182,10
115953,136110,6
360426,1626903,10
426943,1018841,10
893840,131117,10
542521,2725259,10
362651,527130,10
163863,145906,8
134802,1387904,10
916542,180843,10
402707,1814462,10
788704,391907,10
102204,135459,6
90191,194182,8
504218,263699,10
369543,2251739,8
830975,986546,10
189062,335248,10
350482,127865,10
273215,1072638,8
458260,992520,10
947774,2239701,10
25176,1704630,8
966764,1534987,2
825922,2620667,10
511975,132738,8
268303,1356952,10
241961,1112658,8
297521,1615177,10
394195,2391077,8
66901,1882731,8
375703,935316,6
773463,1734206,10
69772,576743,10
375473,942188,10
741767,763393,10
772923,1976612,10
969020,143094,10
750282,1076484,8
575746,138431,10
351813,139086,10
461134,967675,8
551305,1441700,10
39972,137585,10
474732,131698,10
377223,1123982,10
853733,1839313,6
685865,1091654,10
340876,1165567,8
949885,308000,10
31476,136110,10
853677,1172052,10
213435,182578,10
464697,755371,10
837974,466944,10
833496,443464,10
718770,153475,8
567902,178527,6
257482,267405,8
418351,668280,10
773974,1339136,10
117748,152836,10
34650,820057,10
151519,849468,10
793241,127865,10
215359,1691700,10
651326,2366148,10
179636,174086,10
704586,136110,10
200837,1370848,10
983303,916639,8
267243,360837,8
274809,1483804,8
190910,190793,10
487545,1328011,10
487762,552718,8
844211,268562,10
299549,1867069,10
593107,781825,10
388292,141761,10
584343,2653183,10
452359,1846864,8
254539,136110,10
885100,1560875,8
414873,1504330,10
415220,1313746,8
402299,136860,10
518720,1549943,8
869972,2440064,8
256838,2494898,10
991902,2201799,8
20478,127865,10
268543,226072,8
510516,1049694,10
694934,1109803,10
737756,2179834,8
546282,2696735,10
374224,1845636,10
529753,304354,10
975638,125564,8
563439,2854917,10
397005,1142945,10
746120,1937078,4
800286,125564,10
969226,1531631,8
676250,2903209,10
39572,2579422,10
223611,1869763,10
300279,126335,10
991702,1106101,10
383688,526216,10
915226,2120468,10
338399,189303,8
900010,1036192,10
28498,129831,10
156329,1553158,8
336066,1384766,10
371230,148690,10
759302,2201799,10
252311,1366101,10
80734,2865991,10
42589,391525,10
588597,188052,10
251839,1496861,8
289146,123793,10
263012,166633,8
297942,293358,8
268461,1607671,6
64198,1274294,10
761246,1901073,6
673240,607037,10
200721,1113191,10
287640,376219,10
508402,1867652,10
900112,176025,8
32925,2053531,10
172028,1099081,10
895414,961819,10
378512,1164793,10
418104,1551720,10
372369,196859,10
165052,967675,8
57634,200393,6
127986,166006,8
932853,132738,10
867537,130259,10
220626,2073553,10
798146,137585,8
149511,1899687,8
107935,143094,10
869986,132738,8
921309,421373,10
588987,1859039,8
752238,2577550,8
575346,153475,8
789252,2752000,10
164667,1993236,10
306904,472333,10
287047,1094009,10
986355,1665000,8
288415,536592,10
447447,1188641,10
7336,2586703,6
121429,405258,10
905084,2673990,10
377235,130259,8
238255,450618,10
13163,509406,10
427632,2121378,6
980350,149655,8
694991,1673815,10
196181,737598,2
742839,174086,10
569199,144714,10
409144,168592,10
126484,1076484,8
370749,427227,10
44376,541133,10
357781,174799,10
872946,758413,10
797624,1453669,10
745989,126335,10
215971,1513452,10
331728,123793,10
735087,1133906,10
253860,1880689,10
615206,1242074,8
825001,980230,8
125751,144051,10
343315,2058499,10
773850,123793,10
640655,1413981,8
552668,1355618,8
16304,450618,10
692442,1714731,10
834754,943243,10
269712,1522253,10
210151,1226293,10
372711,982932,10
568316,930824,10
48583,1422015,8
958447,1366530,10
463011,782051,10
509601,2330980,10
408945,1108814,10
988083,546688,10
113265,1920477,8
565819,987536,8
650571,1976130,10
480721,1366101,10
253681,945880,8
374485,694477,10
746967,181453,4
43897,1905844,10
231410,1433240,8
190129,1531631,10
791921,1422015,8
272534,763393,8
220792,136860,10
257154,851692,10
482310,142179,10
514166,1064397,10
930373,1836461,8
359727,127865,10
549930,278104,10
104454,709832,10
420272,1083818,10
195057,1219754,8
681467,1542251,8
264615,2051413,10
520913,159931,10
903152,146684,10
167239,832622,10
36737,1922553,8
263054,131533,10
932732,632507,8
327267,1325648,10
826209,145906,8
452546,2723278,10
404291,132738,8
290213,1817073,10
46690,233596,10
333748,616682,10
567434,969553,8
984291,162634,8
858805,145906,10
332514,931734,10
975196,365727,10
134609,466944,10
227592,1226293,10
577352,652189,8
73372,870184,10
810015,554095,10
577688,2258289,8
967371,172027,10
152200,301873,6
343809,1968677,8
222449,1071711,8
882259,132738,8
548091,1052971,10
726591,1982904,10
257292,404345,10
554260,131533,10
801252,135459,8
757406,1988709,8
251289,1615177,8
730410,1849737,8
270499,172027,10
606519,1545760,6
628778,730008,8
617032,1353012,10
646321,672419,10
706941,1325194,10
68078,696761,10
447549,126335,8
368949,1878529,10
934076,1822664,6
701134,948396,10
977773,131533,8
121296,1854157,4
269294,137585,10
316740,1341504,10
381551,241019,10
766954,599262,10
707223,1733365,10
153909,131117,10
248335,1099530,10
259225,1389231,10
484341,126335,10
296296,136110,10
310960,1980086,10
4280,544964,10
859330,195076,10
585022,224876,10
635515,1856513,10
207056,397391,10
436638,671761,10
909720,684381,8
499439,348662,10
607566,174086,10
891540,132135,10
134004,1260666,10
758405,1989948,10
727820,1429022,10
370395,127495,10
752510,1511014,8
401210,1731468,10
762001,1421674,8
99956,146684,10
126837,870184,10
387584,524341,10
6785,1959063,10
495160,549751,10
864162,123793,10
75948,1693615,8
623530,147020,8
2986,1272718,10
529126,656480,10
326257,1057664,10
286412,132738,8
910552,2892306,10
422345,131533,10
564858,1534987,6
215971,1445376,10
183373,1846462,10
734461,789767,8
997284,1273915,10
46051,1126054,10
283792,1041411,10
250469,2793818,10
978145,1000270,10
657128,125424,10
47940,2559484,10
975877,740322,10
18820,150752,8
399004,2539585,10
235337,194182,8
229876,1126889,10
147586,1103425,10
888320,2060880,10
600136,127495,10
748001,172027,10
238718,148089,10
764146,141761,8
652030,1920477,8
504098,160612,10
229891,1770781,8
620181,159395,8
719133,1744232,10
460677,127081,10
224264,2310731,10
802721,132738,8
175020,1784020,10
522255,782079,8
534641,900878,8
219416,902478,8
859964,1524171,10
252903,829667,10
762221,1353811,10
400295,1515649,10
362951,2555037,10
486471,1075242,10
101108,155820,10
596746,130259,10
890838,137585,8
226994,989029,10
37175,379441,8
31551,1226293,10
15901,132738,10
11935,2673874,10
160683,838207,10
902893,2063202,10
15551,127495,8
425980,1991314,10
235826,2560442,8
402094,2620667,10
394330,241759,8
770019,1266176,10
135145,1579355,6
664277,133584,8
374516,1048184,10
841584,170762,10
582668,255241,10
349980,730008,10
907296,1699137,8
231198,1601008,8
198522,686884,8
432190,139086,8
400500,1484383,10
919897,1365521,10
248473,898283,10
801450,1700282,10
540392,573147,8
223366,396894,10
621775,2505335,8
418925,182578,10
318154,312893,10
614586,2596674,10
474556,132738,6
498839,671761,8
443596,1706067,6
738874,1375284,2
742873,1238932,10
359691,2926339,10
301409,943243,10
95471,1729232,10
604327,963476,10
913035,1058949,10
125983,657626,10
197173,1440124,10
379780,823534,6
389603,703458,10
920682,152510,10
699754,2186524,10
895953,666794,8
800698,1392841,10
514268,1768942,10
84475,1835732,8
74842,2635020,8
741767,1844408,6
274402,1980086,10
936830,547674,8
577120,1685489,6
51967,187984,10
542778,523731,6
86870,1076484,10
441373,174258,10
618160,555311,10
676651,132135,10
785507,135750,8
373709,1176605,10
189062,409531,10
477200,686884,8
141047,185800,10
977295,164051,6
80108,149739,10
152213,183945,10
905233,166633,10
756536,1019581,8
744164,265806,10
273985,2253252,6
715349,131117,10
675306,254493,8
174217,2333126,8
982445,588814,8
500378,1995373,8
517738,344877,10
840192,159931,10
693985,1515339,10
419559,1254547,10
11264,1359622,10
694873,926842,10
693403,135750,10
679203,2360471,10
931611,1948542,8
768770,527130,10
943129,1287535,10
911775,2884139,8
516081,1492185,8
667260,1854583,8
232145,1242074,8
860825,1792505,10
311630,694477,10
66559,199457,8
860324,2794512,10
852324,639937,10
441632,2445075,10
197178,619157,10
32023,1821947,10
566179,387552,10
781728,145906,10
230292,1741645,10
365311,948174,10
779420,136860,10
506643,216048,10
327758,1849737,8
331100,668280,8
873802,241019,10
729989,1114041,8
860620,1969604,8
583253,126335,8
669894,943243,10
270086,141300,8
315717,134015,8
510278,139086,10
649881,136110,8
208439,1333481,10
624896,1687082,10
453591,234144,10
787213,889239,8
378562,1698166,10
501057,2121378,8
397076,863134,6
61342,2005822,8
60174,1198628,8
352384,533452,10
957964,1795313,10
100157,2445683,10
218562,1295171,10
474702,1266562,10
472187,233596,10
748414,746366,10
299647,1880689,10
191510,1889597,10
920454,149739,8
138714,1729232,10
872791,1437907,10
312506,1982904,10
525749,1018841,10
889757,1570915,8
4307,131698,10
721046,124553,8
893314,1268360,8
489837,1057664,10
43540,136860,8
877271,1916904,10
206750,2266220,10
575130,1626903,6
967048,1675905,8
61062,1692935,10
640215,127081,10
23250,2465789,10
272377,517802,10
729508,195406,8
474399,1424454,10
229145,1744232,10
219732,125424,10
134802,1517307,10
194821,175496,10
344255,480832,10
875299,194182,10
591937,124204,10
987540,1031440,10
332654,1613579,8
690522,137585,8
621251,1213427,10
138261,152836,10
2031,1390469,10
98994,136860,10
560601,1882156,10
838787,334588,10
346777,146684,8
151205,1091654,6
880339,145906,8
902623,123793,10
316945,127865,8
954574,1429022,10
459358,2755484,10
155350,126335,10
898385,909677,10
52239,475271,4
700787,1615177,10
781710,182578,10
997360,1821048,10
370202,1450450,8
848573,1545760,10
